strategy,game_id,round,player_id,prompt_preview,raw_reply,decision
random,0,2,4,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.40,0.30,0.00}；选择背叛的有1人，他们的收益分别是{0.70}，",1,1
random,0,2,5,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.60,0.50,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,9,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.70,0.60,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,10,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.60,0.60,0.40,0.60}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,11,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.30,0.50}；选择背叛的有2人，他们的收益分别是{1.00,1.00}，",0,0
random,0,2,41,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.70,0.50,0.50,0.20}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,39,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.70,0.70,0.30,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,38,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.70,0.50,0.70,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,42,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.40,0.50,0.40,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,43,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.40,0.40,0.30,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,44,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.40,0.40,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,45,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.30,0.40,0.30,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,40,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.70,0.00,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,46,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.10,0.40,0.60,0.60}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,47,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.70,0.40,0.60,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,2,48,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.40,0.50}；选择背叛的有1人，他们的收益分别是{1.10}，",1,1
random,0,2,49,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.10,0.50,0.30,0.40}；选择背叛的有0人，他们的收益分别是{}",1,1
random,0,3,0,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.00}；选择背叛的有3人，他们的收益分别是{0.70,0.40,0.30}，",1,1
random,0,3,1,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.20}；选择背叛的有3人，他们的收益分别是{0.50,0.40,0.80}，",0,0
random,0,3,2,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,0.00,0.20}；选择背叛的有1人，他们的收益分别是{0.50}",1,1
random,0,3,3,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.30}；选择背叛的有3人，他们的收益分别是{0.50,0.80,0.70}，",1,1
random,0,3,4,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.70,0.60,0.50}",0,0
random,0,3,5,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.10,0.00,0.20}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
random,0,3,6,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.50,0.20,0.80}",0,0
random,0,3,7,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.20,0.10}；选择背叛的有2人，他们的收益分别是{0.70,0.70}，",0,0
random,0,3,10,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.10}；选择背叛的有3人，他们的收益分别是{0.80,0.50,0.70}，",1,1
random,0,3,11,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,-0.20}；选择背叛的有2人，他们的收益分别是{0.30,0.80",0,0
random,0,3,12,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.40,0.30,0.00}",1,1
random,0,3,13,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.10,0.10}；选择背叛的有2人，他们的收益分别是{0.50,0.40}，",1,1
random,0,3,14,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.10,-0.20}；选择背叛的有2人，他们的收益分别是{0.00,0.00}",1,1
random,0,3,15,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,-0.40,0.10}；选择背叛的有1人，他们的收益分别是{0.70",1,1
random,0,3,16,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.10}；选择背叛的有3人，他们的收益分别是{0.60,0.00,0.30}，",1,1
random,0,3,17,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,-0.20}；选择背叛的有2人，他们的收益分别是{0.50,0.70",0,0
random,0,3,18,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,-0.20}；选择背叛的有2人，他们的收益分别是{0.30,0.80",0,0
random,0,3,8,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.70}；选择背叛的有3人，他们的收益分别是{0.30,0.70,0.50}，",1,1
random,0,3,21,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,-0.20,0.10}；选择背叛的有1人，他们的收益分别是{0.40",1,1
random,0,3,22,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,0.00,0.00}；选择背叛的有1人，他们的收益分别是{0.70}",1,1
random,0,3,9,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.10,-0.20}；选择背叛的有2人，他们的收益分别是{0.60,0.50}",1,1
random,0,3,24,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,0.10}；选择背叛的有2人，他们的收益分别是{0.30,0.20}",1,1
random,0,3,20,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.20,0.50,0.60}",1,1
random,0,3,19,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.20,0.30,0.50}",0,0
random,0,3,25,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,0.30}；选择背叛的有2人，他们的收益分别是{0.30,0.80}",0,0
random,0,3,26,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,-0.20,0.00}；选择背叛的有1人，他们的收益分别是{0.00",1,1
random,0,3,27,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.20,-0.20,-0.10}；选择背叛的有1人，他们的收益分别是{0.00",1,1
random,0,3,23,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.10,0.10}；选择背叛的有2人，他们的收益分别是{0.50,0.20}，",1,1
random,0,3,28,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.20,-0.20}；选择背叛的有2人，他们的收益分别是{0.60,0.40}",0,0
random,0,3,29,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有0人，他们的收益分别为{}；选择背叛的有4人，他们的收益分别是{0.40,0.30,0.30,0.50}",0,0
random,0,3,30,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.40}；选择背叛的有3人，他们的收益分别是{0.30,0.20,0.00}",1,1
random,0,3,31,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,-0.20}；选择背叛的有2人，他们的收益分别是{0.60,0.50",0,0
random,0,3,32,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.50,0.30,0.50}",0,0
random,0,3,33,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,-0.20,-0.40}；选择背叛的有1人，他们的收益分别是{0.5",1,1
random,0,3,34,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有0人，他们的收益分别为{}；选择背叛的有4人，他们的收益分别是{0.30,0.40,0.70,0.80}",0,0
random,0,3,36,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.10,0.20}；选择背叛的有2人，他们的收益分别是{0.20,0.00}",1,1
random,0,3,37,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.10,0.10,-0.20}；选择背叛的有1人，他们的收益分别是{0.50",1,1
random,0,3,38,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.10,0.20}；选择背叛的有2人，他们的收益分别是{0.40,0.50}，",1,1
random,0,3,39,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.10}；选择背叛的有3人，他们的收益分别是{0.80,0.80,0.80}，",0,0
random,0,3,40,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.10,0.30}；选择背叛的有2人，他们的收益分别是{0.80,0.60}",0,0
random,0,3,41,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{-0.20,0.10,0.30,0.10}；选择背叛的有0人，他们的收益分别是{",1,1
random,0,3,42,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.20,0.70}；选择背叛的有2人，他们的收益分别是{0.60,0.70}，",1,1
random,0,3,44,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.40,0.50,0.70}",0,0
random,0,3,43,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有0人，他们的收益分别为{}；选择背叛的有4人，他们的收益分别是{0.70,0.30,0.80,0.80}",0,0
random,0,3,45,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,0.20}；选择背叛的有2人，他们的收益分别是{0.70,0.80}",0,0
random,0,3,47,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,0.10,0.70}；选择背叛的有1人，他们的收益分别是{0.40}",1,1
random,0,3,48,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.00,0.70}；选择背叛的有2人，他们的收益分别是{0.70,0.30}，",1,1
random,0,3,49,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.20}；选择背叛的有3人，他们的收益分别是{0.50,0.20,0.40}",0,0
random,0,3,35,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,-0.40,0.00}；选择背叛的有1人，他们的收益分别是{0.50",1,1
random,0,3,46,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.20,0.20,0.10}；选择背叛的有1人，他们的收益分别是{0.50}，",1,1
random,0,4,0,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.10}；选择背叛的有3人，他们的收益分别是{0.40,0.50,0.80}，",1,1
random,0,4,1,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,-0.40}；选择背叛的有2人，他们的收益分别是{0.30,0.60",0,0
random,0,4,2,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.60}；选择背叛的有3人，他们的收益分别是{0.50,1.10,0.60}，",1,1
random,0,4,3,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,0.10,0.10}；选择背叛的有1人，他们的收益分别是{0.50}",1,1
random,0,4,4,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{-0.20,0.10}；选择背叛的有2人，他们的收益分别是{0.30,0.60}",0,0
random,0,4,5,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.10,0.70,0.60}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
random,0,4,6,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.10}；选择背叛的有3人，他们的收益分别是{0.60,0.80,0.80}，",0,0
random,0,4,7,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{-0.20,-0.20,0.10,0.50}；选择背叛的有0人，他们的收益分别是",1,1
random,0,4,8,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.20,0.30,0.70}；选择背叛的有1人，他们的收益分别是{0.80}",1,1
random,0,4,9,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.10,0.20,0.70}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
random,0,4,10,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.10,0.10,0.20}；选择背叛的有1人，他们的收益分别是{1.20}，",1,1
random,0,4,11,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{-0.40}；选择背叛的有3人，他们的收益分别是{0.50,0.50,0.20}",0,0
random,0,4,12,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.30}；选择背叛的有3人，他们的收益分别是{0.60,0.50,1.10}，",1,1
random,0,4,13,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.30,0.70}；选择背叛的有2人，他们的收益分别是{0.60,0.40}，",1,1
random,0,4,14,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.70}；选择背叛的有3人，他们的收益分别是{0.80,1.10,0.50}，",1,1
random,0,4,15,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.30,-0.20,0.50}；选择背叛的有1人，他们的收益分别是{1.00}",1,1
random,0,4,16,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.10,-0.10,0.50}；选择背叛的有1人，他们的收益分别是{0.80}",1,1
random,0,4,17,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.30,0.20,0.20}；选择背叛的有1人，他们的收益分别是{0.30}，",1,1
random,0,4,18,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.30,-0.40}；选择背叛的有2人，他们的收益分别是{0.50,0.50}",1,1
random,0,4,19,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.00,-0.10,0.10}；选择背叛的有1人，他们的收益分别是{0.30}",1,1
random,0,4,20,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.20,0.10}；选择背叛的有2人，他们的收益分别是{0.80,0.20}，",1,1
random,0,4,21,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.30}；选择背叛的有3人，他们的收益分别是{0.60,0.80,1.20}，",0,0
