strategy,game_id,round,player_id,prompt_preview,raw_reply,decision
reactive,0,1,29,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,-0.10,0.80}；选择背叛的有0人，他们的收益分别是{",1,1
reactive,0,1,30,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,1,31,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.50,0.50,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,1,32,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{-0.10,0.50,-0.10,0.50}；选择背叛的有0人，他们的收益分别是",1,1
reactive,0,1,33,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,1,34,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.50}；选择背叛的有1人，他们的收益分别是{0.60}，",0,0
reactive,0,1,35,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.50,0.20}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,1,36,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.50,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,1,37,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",0,0
reactive,0,1,38,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,1,39,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.50,0.50}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,1,40,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.50}；选择背叛的有2人，他们的收益分别是{0.40,0.80}，",1,1
reactive,0,1,41,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.20,0.50,0.20,0.20}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,1,42,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.80}；选择背叛的有2人，他们的收益分别是{0.40,0.80}，",1,1
reactive,0,1,43,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.50}；选择背叛的有1人，他们的收益分别是{0.60}，",0,0
reactive,0,1,44,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,-0.10,0.50}；选择背叛的有0人，他们的收益分别是{",1,1
reactive,0,1,45,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.50,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",0,0
reactive,0,1,46,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,1,47,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.50}；选择背叛的有1人，他们的收益分别是{0.80}，",Electra,0
reactive,0,1,48,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.80,0.20}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,1,49,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.20}；选择背叛的有1人，他们的收益分别是{0.60}，",1,1
reactive,0,2,0,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.80}；选择背叛的有2人，他们的收益分别是{0.80,0.80}，",1,1
reactive,0,2,1,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.50,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",0,0
reactive,0,2,2,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,3,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.20,0.50,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,4,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,2,5,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.20,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,6,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.20,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,7,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.50}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,2,8,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.20,0.20,0.50}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,2,9,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.20,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.20}，",1,1
reactive,0,2,10,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.50,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,11,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,2,12,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.50}；选择背叛的有2人，他们的收益分别是{0.60,0.80}，",0,0
reactive,0,2,13,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.20}；选择背叛的有1人，他们的收益分别是{0.60}，",1,1
reactive,0,2,14,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.50,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,15,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.20,0.50,0.50,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,16,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,17,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.20,0.50}；选择背叛的有2人，他们的收益分别是{0.60,0.40}，",0,0
reactive,0,2,18,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.20,0.20}；选择背叛的有1人，他们的收益分别是{0.20}，",1,1
reactive,0,2,19,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.50,0.50}；选择背叛的有2人，他们的收益分别是{0.40,0.20}，",1,1
reactive,0,2,20,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.50,0.80}；选择背叛的有2人，他们的收益分别是{0.40,0.20}，",0,0
reactive,0,2,21,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,22,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.50,0.50}；选择背叛的有2人，他们的收益分别是{0.60,0.40}，",1,1
reactive,0,2,23,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.50,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,24,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.20,0.20,0.20,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,25,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.20,0.50,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,26,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.80}；选择背叛的有2人，他们的收益分别是{0.60,0.40}，",1,1
reactive,0,2,27,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,28,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.60}，",0,0
reactive,0,2,29,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.20,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,30,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.20,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,31,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.80}；选择背叛的有2人，他们的收益分别是{0.60,0.40}，",1,1
reactive,0,2,32,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.20,0.20,0.80}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,2,33,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.20,0.80,0.20,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,34,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.20,0.20}；选择背叛的有2人，他们的收益分别是{0.40,0.20}，",0,0
reactive,0,2,35,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,36,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,37,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.50}；选择背叛的有3人，他们的收益分别是{0.60,0.40,0.20}，",1,1
reactive,0,2,38,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,39,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.50}；选择背叛的有2人，他们的收益分别是{0.80,0.40}，",0,0
reactive,0,2,40,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.50}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,2,41,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,42,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,2,43,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.20,0.20}；选择背叛的有2人，他们的收益分别是{0.40,0.40}，",0,0
reactive,0,2,44,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.20}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,2,45,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.50,0.50}；选择背叛的有2人，他们的收益分别是{0.20,0.40}，",1,1
reactive,0,2,46,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.20,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,47,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.20}；选择背叛的有3人，他们的收益分别是{0.40,0.40,0.20}，",0,0
reactive,0,2,48,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.80,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,2,49,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.50}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,3,0,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.20,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,1,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,2,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,3,3,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,3,4,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.20,0.50,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,3,5,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.60}，",1,1
reactive,0,3,6,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.50,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,7,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,8,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有1人，他们的收益分别为{0.50}；选择背叛的有3人，他们的收益分别是{0.80,0.60,0.80}，",0,0
reactive,0,3,9,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.50}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
reactive,0,3,10,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,11,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.80,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,12,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{-0.10,0.20,0.50,0.50}；选择背叛的有0人，他们的收益分别是{",0,0
reactive,0,3,13,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.60}，",1,1
reactive,0,3,14,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,3,15,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,3,16,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,17,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.10,0.50,0.50}；选择背叛的有1人，他们的收益分别是{0.40}",1,1
reactive,0,3,18,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.50,0.50,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,19,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.50,0.50}；选择背叛的有2人，他们的收益分别是{0.40,0.40}，",1,1
reactive,0,3,20,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.50,0.50}；选择背叛的有2人，他们的收益分别是{0.40,0.40}，",1,1
reactive,0,3,21,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.80,0.50,0.80,0.50}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,22,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{-0.10,0.50,0.80}；选择背叛的有1人，他们的收益分别是{0.60}",1,1
reactive,0,3,23,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有4人，他们的收益分别为{0.50,0.80,0.50,0.80}；选择背叛的有0人，他们的收益分别是{}",1,1
reactive,0,3,24,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有2人，他们的收益分别为{0.80,0.80}；选择背叛的有2人，他们的收益分别是{0.80,0.60}，",1,1
reactive,0,3,25,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.80,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.80}，",1,1
reactive,0,3,26,"你在参加一场重复合作博弈游戏，上一轮，邻居中选择合作的有3人，他们的收益分别为{0.50,0.80,0.80}；选择背叛的有1人，他们的收益分别是{0.40}，",1,1
